Strategy Science,A
Structural Equation Modeling: A Multidisciplinary Journal|Structural Equation Modeling,B
Studies in Higher Education,A
Supply Chain Forum: An International Journal|Supply Chain Forum,C
Supply Chain Management : An International Journal|Supply Chain Management,B
Sustainability Accounting, Management and Policy Journal,B
Sustainability Analytics and Modeling,B
Sustainability Nexus Forum,C
Sustainability Science,B
Sustainable Development,B
Sustainable Production and Consumption,B
Sustainable Technology and Entrepreneurship,D
System Dynamics Review,B
Teaching Public Administration,C
Technological Forecasting and Social Change,B
Technology Analysis & Strategic Management,C
Technology in Society: An International Journal|Technology in Society,C
Technology Innovation Management Review,D
Technovation,B
Telecommunications Policy,C
The American Review of Public Administration,B
The Economic Journal,A
The Energy Journal,B
The European Journal of Health Economics,A
The International Journal of Advanced Manufacturing Technology,B
The International Journal of Entrepreneurship and Innovation,C
The International Journal of Health Planning and Management,C
The International Journal of Management Education,C
The Journal of Applied Behavioral Science,B
The Journal of Finance,A+
The Journal of Portfolio Management,B
The Journal of Private Equity,C
The Journal of Real Estate Finance and Economics,C
The Journal of Strategic Information Systems,A
The Journal of Technology Transfer,B
The Journal of the American Taxation Association,B
The Leadership Quarterly,A
The Quarterly Review of Economics and Finance,B
The RAND Journal of Economics,A
The Review of Asset Pricing Studies,A
The Review of Corporate Finance Studies,A
The Review of Economics and Statistics,A
The Review of Financial Studies,A+
The Scandinavian Journal of Economics,B
The World Economy,C
Thunderbird International Business Review,B
Tourism Management,B
Transfer - Zeitschrift für Kommunikation und Markenmanagement,D
Transnational Corporations,C
Transport Policy,B
Transport Reviews,C
Transportation,B
Transportation Journal,C
Transportation Research Interdisciplinary Perspectives,C
Transportation Research Part A: Policy and Practice|Transportation Research Part A,B
Transportation Research Part B: Methodological|Transportation Research Part B,A
Transportation Research Part C: Emerging Technologies|Transportation Research Part C,B
Transportation Research Part D: Transport and Environment|Transportation Research Part D,B
Transportation Research Part E: Logistics and Transportation Review|Transportation Research Part E,B
Transportation Research Part F: Traffic Psychology and Behaviour|Transportation Research Part F,B
Transportation Research Procedia,C
Transportation Research Record,C
Transportation Science,A
Urban Studies,B
Value in Health,A
Venture Capital,C
Versicherungswirtschaft,D
Voluntary Sector Review: An International Journal of Third Sector Research, Policy,B
Voluntas: International Journal of Voluntary and Nonprofit Organizations|Voluntas,B
Waste Management,B
Waste Management & Research: The Journal for a Sustainable Circular Economy|Waste Management & Research,C
Wirtschaftsinformatik und Management,D
Wirtschaftswissenschaften Ökologisches Wirtschaften,D
Wirtschaftswissenschaftliches Studium,D
Work & Stress : An International Journal of Work Health and Organisations|Work & Stress,B
Work and Occupations,B
Work, Aging and Retirement,B
Work, Employment and Society,B
World Patent,C
World Review of Entrepreneurship, Management and Sustainable Development,D
World Tax Journal,B
ZBB - Zeitschrift für Bankrecht und Bankwirtschaft,C
Zeitschrift für Arbeits- und Organisationspsychologie,C
Zeitschrift für Arbeitswissenschaft,C
Zeitschrift für das gesamte Genossenschaftswesen,C
Zeitschrift für das gesamte Kreditwesen,D
Zeitschrift für die gesamte Versicherungswissenschaft,D
Zeitschrift für Energiewirtschaft,C
Zeitschrift für Gemeinwirtschaft und Gemeinwohl (Z’GuG) (früher: Zeitschrift für öffentliche und gemeinwirtschaftliche Unternehmen (ZögU) – Journal for Public and,C
Zeitschrift für KMU und Entrepreneurship,C
Zeitschrift für Management (Journal wurde eingestellt)|Zeitschrift für Management,C
Zeitschrift für Umweltpolitik & Umweltrecht (ZfU)|Zeitschrift für Umweltpolitik & Umweltrecht,B
Zeitschrift für Unternehmens- und Gesellschaftsrecht (ZGR)|Zeitschrift für Unternehmens- und Gesellschaftsrecht,D
Zeitschrift für Verkehrswissenschaft (ZfV)|Zeitschrift für Verkehrswissenschaft,D
Zeitschrift für Versicherungswesen (ZfV)|Zeitschrift für Versicherungswesen,D
Zeitschrtift für Wirtschafts- und Unternehmensethik,B
zfbf Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung (eingestellt)|zfbf Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung,B
zfo - Zeitschrift Führung + Organisation,C
